Name,State,Type,Full_Location,Latitude,Longitude,Coal Consumption ,Coal type,Supply,Demand,Distance from plant,Length (km)
Viswa Traders,Andhra Pradesh,Brick Manufacturer,"Room No -1,Genco Gayatri Circle,Genco Gayatri Circle,Masunurupalem,Spsr Nellore, Muttukuru-524344, Andhra Pradesh, India",14.34501577,80.10331382,,,,0,21,
Nagarjuna Cement ACC Fly ash bricks,Andhra Pradesh,Brick Manufacturer,"83XW+F9C, Brahmadevam - Koduru Rd, Andhra Pradesh 524344",14.3560145,80.10556687,,,,0,25,
JR Infra Projects,Andhra Pradesh,Brick Manufacturer,"7/51 Ranganayukulu Peta Masjid Street Nellore Sri Potti Sriramulu, Nellore-524001, Andhra Pradesh, India",14.42577247,79.97142247,,,,0,37,
Malavika cement bricks,Andhra Pradesh,Brick Manufacturer,"near Powergrid, Manubolu, Andhra Pradesh 524405",14.23146874,79.90192557,,,,0,38,
Sri Ramadevi Cement And Flyash Bricks,Andhra Pradesh,Brick Manufacturer,"NH-5, chemudugunta village,venkatachalam mandalam, Nellore, Andhra Pradesh 524004",14.38452559,79.94806812,,,,0,40,
"Eco Earth Bricks and Blocks ,Light weight Bricks, Fly ash Bricks, interlocking Bricks, Earth Blocks, Mud Blocks",Andhra Pradesh,Brick Manufacturer,"near Indian oil petrol pump, Padugupadu, Kovur, Andhra Pradesh 524137",14.50736349,80.02908848,,,,0,40,
SVS Cement & Flyash Bricks,Andhra Pradesh,Brick Manufacturer,"Plot no 53, Wood Complex, near railway gate, Jyothi Nagar, Nellore, Andhra Pradesh 524004",14.40175621,79.95554262,,,,0,41,
Naidu interlock bricks & cement works,Andhra Pradesh,Brick Manufacturer,"Doravarisatram Bridge down, road, beside nelapattu, Doravarichatram, Andhra Pradesh 524126",13.84297519,79.99648417,,,,0,66,
Tanvi Industries,Andhra Pradesh,Brick Manufacturer,"VALLURU DINESH RAM,TANVI INDUSTRIES- SURVEY NO 485-1B, ANUMASAMUDHRAM(V),A S PETA(M), SPSR NELLORE(DT), ANDHRA PRADESH,524304. PH:-9030755813., Nellore-524304, Andhra Pradesh, India",14.68146164,79.66912414,,,,0,87,
Siddha Ash Bricks,Tamil Nadu,Brick Manufacturer,"B.No. 49,S. No. 47, 4/5B, Gopal Reddy Kandigay, Pappan Kuppam, Perungudi, Gummidipoondi, Tiruvallur-601201, Tamil Nadu, India",13.41114355,80.11719611,,,,0,118,
Vallamai Enterprises,Tamil Nadu,Brick Manufacturer,"26, Taluk Office Road, Ponneri, Thiruvallur, Sholavaram, Ponneri, Tiruvallur-601204, Tamil Nadu, India
",13.2355443,80.17626974,,,,0,139,
Deepam Enterprises,Tamil Nadu,Brick Manufacturer,"No. AP, 323A, 8th Sector, 39th Street, Kk Nagar, Chennai-600078, Tamil Nadu, Ind",13.20657627,80.17744496,,,,0,141,
Sri Praveen Enterprises,Tamil Nadu,Brick Manufacturer,"25, Indira Nagar First Main Road, Nanganallur, Chennai-600061, Tamil Nadu, India
",13.13896326,80.18511741,,,,0,151,
Brickbus Technologies Pvt Ltd,Tamil Nadu,Brick Manufacturer,"No.8/3B, Girija Nagar West, Kolathur, Chennai-600099, Tamil Nadu, India",13.12910935,80.21738459,,,,0,152,
Arunachala Interlocking,Tamil Nadu,Brick Manufacturer,"No.41, 10th Street, Kamaraj Nagar,Avadi, Tiruvallur-600071, Tamil Nadu, India
",13.20803314,80.14620637,,,,0,152,
Saligo Conpro Pvt Ltd,Tamil Nadu,Brick Manufacturer,"No.42/96, Paper Mills Road, Perambur, Chennai-600011, Tamil Nadu, India
",13.11753679,80.23674895,,,,0,155,
Ajith Enterprises,Tamil Nadu,Brick Manufacturer,"108, Kalaignar Nagar, Bajanai Kovil Street, Veppampattu, Tiruvallur, Chennai-602024, Tamil Nadu, India",13.17086717,80.29379205,,,,0,158,
Jemi Housing Limited,Tamil Nadu,Brick Manufacturer,"702, Shrinivasa Shelters,Ground Floor, W Block, D Sector, 2nd Street, Chennai-600101, Tamil Nadu, India",13.09304733,80.19740527,,,,0,158,
SRM Bricks & Agri Firm,Tamil Nadu,Brick Manufacturer,"140/2, Monnavedu, Tiruvallur-602021, Tamil Nadu, India
",13.23822044,80.00147606,,,,0,158,
Adhitya Precast Products,Tamil Nadu,Brick Manufacturer,"5b, Spartan Nagar, Mugappair, Aditya Precast Products, Mogappair, Chennai-600037, Tamil Nadu, India",13.08693024,80.18617435,,,,0,159,
K S R Enterprises,Tamil Nadu,Brick Manufacturer,"No-38, Sivan Koil Street, Keelanur, Tiruvallur-602021, Tamil Nadu, India",13.22619983,79.96302391,,,,0,159,
Ashok Concrete,Tamil Nadu,Brick Manufacturer,"Block No. 64, Ten Square ,
Shop No. 304, 2nd Floor,

100 Feet - Jawaharlal Nehru Road,
Koyembedu. Chennai-600107",13.07210824,80.20306585,,,,0,159,
S.E.V. Tiles Company Pvt Ltd,Tamil Nadu,Brick Manufacturer,"No. 10 B, Jawaharlal Nehru Road, 100 Feet Road Opposite To KPN Travels, Near M. M. D. A. Colony Bus Stop, Arumbakkam, Chennai-600106, Tamil Nadu, India
",13.06441229,80.21367232,,,,0,160,
Ever Green Blocks,Tamil Nadu,Brick Manufacturer,"3, Perumal Koil Street, Amaravathi Nagar, Arumbakkam, Chennai, Tamil Nadu 600106",13.0818456,80.22103752,,,,0,160,
Shree Ganesha Enterprises,Tamil Nadu,Brick Manufacturer,"No-10A, Sri Devi Karumariyamman Nagar, Thiruvallur, Chennai-600077, Tamil Nadu, India
",13.0832011,80.21815591,,,,0,161,
Techno Design,Tamil Nadu,Brick Manufacturer,"A14, A.P. Abhinav Apartments Kavimani Salai, Opposite To Viveks Showroom, Mogappair West, Chennai-600037, Tamil Nadu, India
",13.09013916,80.17318449,,,,0,161,
Greenline Eco Product Pvt Ltd,Tamil Nadu,Brick Manufacturer,"14/34, Flat No. G1, Sriram Star Enclave Apartments, 2nd Street Alagiri Nagar, Vadapalani, Chennai-600026, Tamil Nadu, India",13.05856203,80.20657063,,,,0,162,
S. V. Terra Tiles,Tamil Nadu,Brick Manufacturer,"21/28, 3rd Avenue, Ashok Nagar, No. 61, South Sivan Kovil Street, Laxman Sruthi Signal, Vadapalani, Chennai- 600083, Tamil Nadu, India",13.04712957,80.21185074,,,,0,163,
Sastha Build Tech,Tamil Nadu,Brick Manufacturer,"Sastha Build Tech
122/203,Gandhi Road, Tambaram West
Chennai - 600106, Tamil Nadu, India",13.12720567,80.26909856,,,,0,164,
Shri Aswini Bricks Private Limited,Tamil Nadu,Brick Manufacturer,"Sundaracholapuram Rd, Thiruverkadu, Tamil Nadu 600077",13.12345007,80.22886264,,,,0,164,
Green Exotics Landscape Developers,Tamil Nadu,Brick Manufacturer,"First Floor, T-33/3, Gnana Oli Street, Thiru Nagar,Jafferkhanpet, Chennai-600083, Tamil Nadu, India
",13.03241077,80.20599898,,,,0,165,
J K Enterprises,Tamil Nadu,Brick Manufacturer,"Old No.2/34 New No.70F Arcot Road Porur Kanchipuram, Chennai-600116, Tamil Nadu, India",13.04221402,80.16071557,,,,0,166,
Avinash Blocks,Tamil Nadu,Brick Manufacturer,"4/82.1, P.W.D ROAD, Kundrathur, Chennai-600069, Tamil Nadu, India
",13.02609255,80.14707719,,,,0,168,
Arul Bharathi Traders,Tamil Nadu,Brick Manufacturer,"Plot No. 1/1346, Annai Kamala Nagar Main Road, Mugalivakkam, Chennai-600125, Tamil Nadu, India
",13.02457396,80.16729434,,,,0,168,
HM Manufacturer Construction Material Wholesale Supplier,Tamil Nadu,Brick Manufacturer,"No.9a, 1st Street, Masuthi Colony Maduvinkarai, Guindy, Chennai-600032, Tamil Nadu, India
",13.05677795,80.21690364,,,,0,169,
"Chennai Bricks & Blocks - Interlock Concrete bricks, CLC Blocks, Paver blocks, Fly ash bricks",Tamil Nadu,Brick Manufacturer,"Survey No. 61/1, Paraniputhur Bypass, Periapanichery Village, Service Rd, Chennai, Tamil Nadu 600122",13.04101747,80.15519699,,,,0,170,
Chandru Hollow Blocks,Tamil Nadu,Brick Manufacturer,"56, Anna Street, Cowl Bazaar Pallavaram, Kancheepuram, Pozhichalur Moovar Nagar, Chennai-600074, Tamil Nadu, India
",12.99458025,80.15846706,,,,0,172,
Sri Jeyam Bricks,Tamil Nadu,Brick Manufacturer,"No 23A, Yadhaval Street, Pallavaram, Chennai-600043, Tamil Nadu, India",12.9720875,80.16872224,,,,0,175,
Narayanan R,Tamil Nadu,Brick Manufacturer,"No.352, 2nd Mangaliaamman Nagar, Periya Kovilambakkam, Chennai-600129, Tamil Nadu, India",12.94904299,80.19447224,,,,0,177,
SA Enterprises,Tamil Nadu,Brick Manufacturer,,12.99736372,80.11913645,,,,0,177,
SA Enterprises,Tamil Nadu,Brick Manufacturer,"First Floor, No.7/466, G.s.t Road, Pallavaram, Chennai, Chennai-600043, Tamil Nadu, India
",13.11641547,80.1281499,,,,0,178,
Evergreen Building Products P. Ltd | Flyash bricks manufacture in chennai,Tamil Nadu,Brick Manufacturer,"600062, Kundrathur - Sriperumbudur Rd, Nandambakkam, Chennai, Tamil Nadu 600069",12.99615885,80.20036564,,,,0,178,
VL flyash interlocking Bricks,Tamil Nadu,Brick Manufacturer,"Erikarai St, Alappakam, Alapakkam, New Perungalathur, Chennai, Sadhanathapuram, Tamil Nadu 600063",12.90811445,80.19418208,,,,0,184,
Beeram light weight bricks manufactur & sales and delivery service బీరం లైట్ వెయిట్ బ్రిక్స్ తయారీ సంస్థ,Tamil Nadu,Brick Manufacturer,"Kummarakottalu, opposite Water tank, Kummarakottalu, Bhumayapalle, Andhra Pradesh 516203",14.74340282,78.91766797,,,,0,190,
Annai Flyash Bricks-Flyash Bricks Dealers|Suppliers|Manufacturers|Tiruvallur|Sriperumbudur|Sunguvarchatram|Chennai,Tamil Nadu,Brick Manufacturer,"Back side of Annai solid blocks, No 233/4, Kilacheri, Tamil Nadu 631402",13.07482443,79.97224411,,,,0,190,
Akshitha Enterprises,Tamil Nadu,Brick Manufacturer,"1st Floor, No 1/207E 482, 7th Street Periyar Nagar,Vellakkal, Near Murugan Store, Medavakkam, Chengalpattu, Chennai-600100, Tamil Nadu, India
",12.96402742,80.17610252,,,,0,191,
SRP Blue Metal,Tamil Nadu,Brick Manufacturer,"No 19A/4, No 19A/4, Near SFRI Office, Thiruvallur Street Anna Nagar, Kolapakkam-600048
",12.87368596,80.10182733,,,,0,192,
Sri Aathi Hardwares,Tamil Nadu,Brick Manufacturer,"No.1/202, Padappai Main Road, Madambakkam , Kancheepuram, Nandivaram-Guduvancheri, Chengalpattu-603202, Tamil Nadu, India",12.89050255,80.0125756,,,,0,194,
Lahari Industries,Andhra Pradesh,Brick Manufacturer,"S.Y.No.112, Chinthakommadinne Mandal, Utukar Village, YSR, Chintakommadinne, Kadapa-516003, Andhra Pradesh, India
",14.50798104,78.78707882,,,,,184,
Sri jayakrishna cement bricks industry,Andhra Pradesh,Brick Manufacturer,"S.NO, 483/2A, Indiramma Colony, Kamalapuram, Andhra Pradesh 516289",14.6001553,78.67385991,,,,,199,
Beeram Bricks Industries,Andhra Pradesh,Brick Manufacturer,"S No 293 Bhumayapalle Khajipeta YSR, Mydukur, Kadapa-516203, Andhra Pradesh, India
",14.73803061,78.74553676,,,,,189,
Lohitha Flyash Brick Industries,Andhra Pradesh,Brick Manufacturer,"763/1,Yerraguntla Road,Potladurthi Bus Stop,Potladurthi,Potladurthi,Ysr, Proddatur, Cuddapah-516361, Andhra Pradesh, Indi",14.80118433,78.58017241,,,,,205,
Sri Lakshmi Narasimha Swamy Fly Ash Bricks,Andhra Pradesh,Brick Manufacturer,"Sy No 483-1,Chowdur,Chowdur,Ysr, Proddatur, Kadapa-516361, Andhra Pradesh, India
",14.75864968,78.52226186,,,,,212,
Sahil Bricks Industries,Andhra Pradesh,Brick Manufacturer,"Survey No 326/2,Proddatur Road,Yerraguntla,Ysr, Yerraguntla, Kadapa-516309, Andhra Pradesh, India
",14.65307032,78.54380869,,,,,217,
King Fly Ash Bricks Industries,Andhra Pradesh,Brick Manufacturer,,14.48138272,78.79158188,,,,,182,
Baba Fly Aash Brick Industries,Andhra Pradesh,Brick Manufacturer,"Plot No 90 And 91,Industrial Development Area Beside Mani Way Bridge,Kadapa,Ysr, Kadapa-516001, Andhra Pradesh, India
",14.78952069,78.73244493,,,,,186,
SPN Enterprises,Andhra Pradesh,Brick Manufacturer,"Ramesh Nagar,No.1, Thiruneer, Mali Road West,Tambaram, Chennai, Sanatorium Kamatchi Nagar, Chennai-600045, Tamil Nadu, India
",12.93984162,80.1066099,,,,,183,
"Mahesh Bricks industry & paver blocks,",Andhra Pradesh,Brick Manufacturer,"19-3-7/A/501, Thallapaka Towers, Renigunta Road, Chittoor, Tirupati-517501, Andhra Pradesh, India
",13.65271345,79.35082508,,,,,132,
Iconic Bricks,Andhra Pradesh,Brick Manufacturer,"6-1-239 Varadaraja Nagar, Tirupati-517501, Andhra Pradesh, India
",13.64516054,79.41761945,,,,,125,
Revathi Bricks,Andhra Pradesh,Brick Manufacturer,"8-11 9-8 Keelagaram Village,Narayanavanam, Chittoor, Narayanavanam-517581, Andhra Pradesh, India
",13.43105498,79.58695808,,,,,140,
Jeepalem Chandra Mouli Reddy bricks,Andhra Pradesh,Brick Manufacturer,"Survey No 467/2,Thukivakam,Renigunta To Thukivakam Road,Thukivakam Sivalayam,Thukivakam Sivalayam,Ga, Renigunta, Chittoor-517520, Andhra Pradesh, India
",13.64803735,79.49226076,,,,,120,
"GK CC BLOCKS,",Andhra Pradesh,Brick Manufacturer,"19-3-1/B38,Postal Colony,Rr Nagar,Postal Colony,Tirupati,Tirupati, Tirupati-517501, Andhra Pradesh, India
",13.64999904,79.57231334,,,,,118,
Parameswara Constructions,Andhra Pradesh,Brick Manufacturer,"Survey No.104/3b,104/4b, Chennai Road, Near MGM Petrol Bunk, Srikalahasti, Chittoor-517640, Andhra Pradesh, India
",13.76556715,79.76852324,,,,,95,
Sree Venkataramana Flyash Bricks,Andhra Pradesh,Brick Manufacturer,"Sy No 184/2c,Kurnool Road,Marrichetlapalem,Budhawada,Ongole,Prakasam, Chimakurthy-523226, Andhra Pradesh, India
",15.57118646,80.03291792,,,,,166,
Vejaya Saai Granites,Andhra Pradesh,Brick Manufacturer,"Jagarlamudi Rd, Martur, Andhra Pradesh 523301",16.23746253,80.56720949,,,,,226,
Gopi Krishna Cement Bricks,Andhra Pradesh,Brick Manufacturer,"Flat No- 75c,Singarayakonda Village,Singarayakonda Mandal,Prakasam, Singarayakonda-523101, Andhra Pradesh, India
",15.26633865,80.02763409,,,,,138,
DAWOO BRICKS,Tamil Nadu,Brick Manufacturer,"Dawoo bricks, Buggaletipalle, Andhra Pradesh 516003",14.43670396,78.83984529,,,,0,205,
A1 Bricks-fly ash brick|Manufacturers in Chennai|Eco Friendly Brick|Solid Blocks|Hollow Block|Suppliers|Chennai,Tamil Nadu,Brick Manufacturer,"SF NO 297, Sengundram Rd, VILLAGE MELROSAPURAM POST, Singaperumal Koil, Maraimalai Nagar, Tamil Nadu 603204",12.78150233,80.19882189,,,,0,205,
TTL Flyash Bricks-Flyash Bricks|Concrete Block|Solid Blocks|Manufacturing|Kelambakkam|Tambaram|Vandalur|Chennai|,Tamil Nadu,Brick Manufacturer,"No 20 chinnamanagar,thaiyur village, Chengalpattu, Tamil Nadu 603103",12.81004373,80.24798264,,,,0,209,
Lakshmi AAC Blocks,Tamil Nadu,Brick Manufacturer,"236, Laxmi Enclave, Near Gajera School, Katargam, Surat-395004",13.32927189,79.82553751,,,,0,210,
Unotek Building Products Pvt. Ltd. - AAC Blocks,Tamil Nadu,Brick Manufacturer,"Plot No 165, YSR Jagananna, MIH, Kopparthi, Yadavapuram, Andhra Pradesh 516002",14.50963581,78.74159059,,,,0,211,
ANT Group Of Companies,Tamil Nadu,Brick Manufacturer,"210/1A2, 211/3, 212/2, Thiruporur Taluk, Perunthandalam Village, Thiruporur, Kancheepuram, Chengalpattu-603108, Tamil Nadu, India
",12.73491612,80.24202033,,,,0,214,
Tanuja's Interlocking Plant,Tamil Nadu,Brick Manufacturer,"SF.No.546/5C, Pillaiyar Koil Street, Goodanagaram, Vellore, Bosepet, Gudiyattam-635806, Tamil Nadu, India
",12.91143183,78.87018711,,,,0,234,
Cubecrete AAC Products Private Limited,Tamil Nadu,Brick Manufacturer,,12.73236338,79.68143461,,,,0,236,
Swasthika Constructions,Tamil Nadu,Brick Manufacturer,"159,Eripattai Street,Vengundram Digamber Jain Temple,Vengunam, Vandavasi, Tiruvannamalai-604408, Tamil Nadu, India",12.52661992,79.59830233,,,,0,253,
Sri Venkata Triveni Cement Concrete Works,Tamil Nadu,Brick Manufacturer,"Behind Saibaba Temple ,Nowluru Village Mangalagiri Mandala, Andhra Pradesh 522503",16.4872322,80.63776096,,,,0,303,
"Cement & Fly Ash Bricks Manufacturers, Vijayawada",Tamil Nadu,Brick Manufacturer,"plot. no.865, 2, Mustabad Main Rd, beside Ramakrishna Marbles, near Andhra Jyothi, Ramavarapadu, Vijayawada, Andhra Pradesh 521212",16.70575209,80.73123995,,,,0,322,
TRUMBOO INDUSTRIES PVT LTD,JAMMU AND KASHMIR,Cement,"TRUMBOO INDUSTRIES PVT LTD, JAMMU AND KASHMIR, India",33.91667,76.66667,,,,0,,
CONTINENTAL CEMENT INDUSTRIES,JAMMU AND KASHMIR,Cement,"CONTINENTAL CEMENT INDUSTRIES, JAMMU AND KASHMIR, India",33.91667,76.66667,,,,0,,
H K CEMENT INDUSTRIES PRIVATE LIMITED,JAMMU AND KASHMIR,Cement,"H K CEMENT INDUSTRIES PRIVATE LIMITED, JAMMU AND KASHMIR, India",33.91667,76.66667,,,,0,,
J & K CEMENT CORPORATION,JAMMU AND KASHMIR,Cement,"J & K CEMENT CORPORATION, JAMMU AND KASHMIR, India",33.91667,76.66667,,,,0,,
JAMMU &AMP;AMP;AMP;AMP; KASHMIR CEMENT LTD.,JAMMU AND KASHMIR,Cement,"JAMMU &AMP;AMP;AMP;AMP; KASHMIR CEMENT LTD., JAMMU AND KASHMIR, India",34.50344,-82.65013,,,,0,,
KAMDHENU CEMENT LTD.,JAMMU AND KASHMIR,Cement,"KAMDHENU CEMENT LTD., JAMMU AND KASHMIR, India",33.91667,76.66667,,,,0,,
KHYBER INDUSTRIES PVT LTD,JAMMU AND KASHMIR,Cement,"KHYBER INDUSTRIES PVT LTD, JAMMU AND KASHMIR, India",33.91667,76.66667,,,,0,,
SHIVA INDUSTRIES,JAMMU AND KASHMIR,Cement,"SHIVA INDUSTRIES, JAMMU AND KASHMIR, India",33.91667,76.66667,,,,0,,
SHIVALIK CEMENT INDUSTRIES,JAMMU AND KASHMIR,Cement,"SHIVALIK CEMENT INDUSTRIES, JAMMU AND KASHMIR, India",33.91667,76.66667,,,,0,,
SHRI RAM INDUSTRIES - UDHAMPUR,JAMMU AND KASHMIR,Cement,"SHRI RAM INDUSTRIES - UDHAMPUR, JAMMU AND KASHMIR, India",32.92431,75.13573,,,,0,,
UMA CEMENT INDUSTRIES,JAMMU AND KASHMIR,Cement,"UMA CEMENT INDUSTRIES, JAMMU AND KASHMIR, India",33.91667,76.66667,,,,0,,
VALLEY CEMENT INDUSTRIES,JAMMU AND KASHMIR,Cement,"VALLEY CEMENT INDUSTRIES, JAMMU AND KASHMIR, India",33.91667,76.66667,,,,0,,
AMBUJA CEMENTS LTD (UNIT: DARLAGHAT),HIMACHAL PRADESH,Cement,"AMBUJA CEMENTS LTD (UNIT: DARLAGHAT), HIMACHAL PRADESH, India",31.91667,77.25,,,,0,,
AMBUJA CEMENTS LTD (UNIT: NALAGARH)( (G),HIMACHAL PRADESH,Cement,"AMBUJA CEMENTS LTD (UNIT: NALAGARH)( (G), HIMACHAL PRADESH, India",31.91667,77.25,,,,0,,
AMBUJA CEMENTS LTD (UNIT: RAURI),HIMACHAL PRADESH,Cement,"AMBUJA CEMENTS LTD (UNIT: RAURI), HIMACHAL PRADESH, India",31.91667,77.25,,,,0,,
ASIAN CONCRETES CEMENT LTD,HIMACHAL PRADESH,Cement,"ASIAN CONCRETES CEMENT LTD, HIMACHAL PRADESH, India",31.91667,77.25,,,,0,,
BAGA CEMENT WORKS,HIMACHAL PRADESH,Cement,"BAGA CEMENT WORKS, HIMACHAL PRADESH, India",31.91667,77.25,,,,0,,
BAGHERI CEMENT WORKS,HIMACHAL PRADESH,Cement,"BAGHERI CEMENT WORKS, HIMACHAL PRADESH, India",31.91667,77.25,,,,0,,
CEMENT CORPORATION OF INDIA LTD- RAJBAN,HIMACHAL PRADESH,Cement,"CEMENT CORPORATION OF INDIA LTD- RAJBAN, HIMACHAL PRADESH, India",31.91667,77.25,,,,0,,
GAGAL CEMENT WORKS-I,HIMACHAL PRADESH,Cement,"GAGAL CEMENT WORKS-I, HIMACHAL PRADESH, India",31.91667,77.25,,,,0,,
GAGAL CEMENT WORKS-II,HIMACHAL PRADESH,Cement,"GAGAL CEMENT WORKS-II, HIMACHAL PRADESH, India",31.91667,77.25,,,,0,,
AMBUJA CEMENTS LTD (UNIT: BHATINDA) (G),PUNJAB,Cement,"AMBUJA CEMENTS LTD (UNIT: BHATINDA) (G), PUNJAB, India",30.91667,75.41667,,,,0,,
AMBUJA CEMENTS LTD (UNIT: ROPAR) (G),PUNJAB,Cement,"AMBUJA CEMENTS LTD (UNIT: ROPAR) (G), PUNJAB, India",30.91667,75.41667,,,,0,,
KHEMUANA CEMENT PRIVATE LIMITED,PUNJAB,Cement,"KHEMUANA CEMENT PRIVATE LIMITED, PUNJAB, India",30.91667,75.41667,,,,0,,
NEW CENTURY CEMENT COMPANY,PUNJAB,Cement,"NEW CENTURY CEMENT COMPANY, PUNJAB, India",30.91667,75.41667,,,,0,,
RAJPURA CEMENT WORKS,PUNJAB,Cement,"RAJPURA CEMENT WORKS, PUNJAB, India",30.91667,75.41667,,,,0,,
RAJPURA CEMENT WORKS,PUNJAB,Cement,"RAJPURA CEMENT WORKS, PUNJAB, India",30.91667,75.41667,,,,0,,
ULTRATECH- BATHINDA CEMENT WORKS,PUNJAB,Cement,"ULTRATECH- BATHINDA CEMENT WORKS, PUNJAB, India",30.91667,75.41667,,,,0,,
VARDHAMAN INFRATECH COMPANY,PUNJAB,Cement,"VARDHAMAN INFRATECH COMPANY, PUNJAB, India",30.91667,75.41667,,,,0,,
AMBUJA CEMENTS LTD (UNIT: ROORKEE) (G),UTTARAKHAND,Cement,"AMBUJA CEMENTS LTD (UNIT: ROORKEE) (G), UTTARAKHAND, India",30.25,79.25,,,,0,,
ROORKEE CEMENT WORKS,UTTARAKHAND,Cement,"ROORKEE CEMENT WORKS, UTTARAKHAND, India",30.25,79.25,,,,0,,
SHREE CEMENT LTD- ROORKEE,UTTARAKHAND,Cement,"SHREE CEMENT LTD- ROORKEE, UTTARAKHAND, India",29.86313,77.89126,,,,0,,
CEMENT CORPORATION OF INDIA LTD-CHAKHI DADRI,HARYANA,Cement,"CEMENT CORPORATION OF INDIA LTD-CHAKHI DADRI, HARYANA, India",28.5963,76.27092,,,,0,,
J.K. CEMENT WORKS,HARYANA,Cement,"J.K. CEMENT WORKS,  JHARLI, India",28.50623,76.37441,,,,0,,
JHAJJAR GRINDING UNIT,HARYANA,Cement,"JHAJJAR GRINDING UNIT, HARYANA, India",29.25,76.33333,,,,0,,
JK LAKSHMI CEMENT LTD- JHARLI,HARYANA,Cement,"JK LAKSHMI CEMENT LTD- JHARLI, HARYANA, India",28.50623,76.37441,,,,0,,
NUVOCO VISTAS CORP. LTD. - BHIWANI CEMENT PLANT,HARYANA,Cement,"NUVOCO VISTAS CORP. LTD. - BHIWANI CEMENT PLANT, HARYANA, India",29.25,76.33333,,,,0,,
