Name,State,Type,Full_Location,Latitude,Longitude,Coal Consumption ,Coal type,Supply,Demand,Distance from plant,Length (km)
KESORAM CEMENT- VASAVADATTA,KARNATAKA,Cement,"KESORAM CEMENT- VASAVADATTA, KARNATAKA, India",17.1594689,77.29332619,,,,0.672,578.39,
ORIENT CEMENT- CHITTAPUR,KARNATAKA,Cement,"ORIENT CEMENT- CHITTAPUR, KARNATAKA, India",17.10648973,77.13503232,,,,1.8165,584.91,
NEW WADI CEMENT WORKS,KARNATAKA,Cement,"NEW WADI CEMENT WORKS, KARNATAKA, India",17.11404126,77.05724962,,,,0.63,575.22,
WADI CEMENT WORKS,KARNATAKA,Cement,"WADI CEMENT WORKS, KARNATAKA, India",17.05940622,76.98326246,,,,0.756,568.14,
BAGALKOT CEMENT &AMP;AMP;AMP;AMP;AMP; INDS.LTD,KARNATAKA,Cement,"BAGALKOT CEMENT &AMP;AMP;AMP;AMP;AMP; INDS.LTD, KARNATAKA, India",16.1792624,75.68147721,,,,0.126,636.36,
SHRI KESHAV CEMENTS AND INFRA LTD.-NAGANAPUR,KARNATAKA,Cement,"SHRI KESHAV CEMENTS AND INFRA LTD.-NAGANAPUR, KARNATAKA, India",16.34765821,75.70782954,,,,0.84,669.04,
YADWAD CEMENTS PVT LTD,KARNATAKA,Cement,"YADWAD CEMENTS PVT LTD, KARNATAKA, India",16.43875963,75.68446438,,,,0.042,657.16,
SHRI KESHAV CEMENTS AND INFRA LTD.-KALADGI,KARNATAKA,Cement,"SHRI KESHAV CEMENTS AND INFRA LTD.-KALADGI, KARNATAKA, India",17.142201,76.121337,,,,0.84,670,
DALMIA CEMENT (BHARAT) LTD - BELGAUM,KARNATAKA,Cement,"DALMIA CEMENT (BHARAT) LTD - BELGAUM, KARNATAKA, India",16.20867904,75.21514188,,,,0.021,682.5,
SHRI KESHAV CEMENTS AND INFRA LTD,KARNATAKA,Cement,"SHRI KESHAV CEMENTS AND INFRA LTD, KARNATAKA, India",15.82891434,74.51979762,,,,0.063,725.31,
ZUARI CEMENT LTD - CHENNAI GRINDING UNIT,TAMIL NADU,Cement,"ZUARI CEMENT LTD - CHENNAI GRINDING UNIT, TAMIL NADU, India",13.26083401,80.30733825,,,,0.3,150,
THE INDIA CEMENTS LTD. - VALLUR,TAMIL NADU,Cement,"THE INDIA CEMENTS LTD. - VALLUR, TAMIL NADU, India",13.27082087,80.3402846,,,,0.672,163.13,
MY HOME INDUSTRIES PRIVATE LIMITED - TGU,TAMIL NADU,Cement,"MY HOME INDUSTRIES PRIVATE LIMITED - TGU, TAMIL NADU, India",13.03781498,80.21375027,,,,0.33,163,
TAMIL NADU CEMENTS CORPN. LTD.- ALANGULAM,TAMIL NADU,Cement,"TAMIL NADU CEMENTS CORPN. LTD.- ALANGULAM, TAMIL NADU, India",13.04043801,80.26734476,,,,0.087,169,
ULTRATECH- ARAKKONAM CEMENT WORKS,TAMIL NADU,Cement,"ULTRATECH- ARAKKONAM CEMENT WORKS, TAMIL NADU, India",13.11544242,79.62153647,,,,0.552,175.62,
THE RAMCO CEMENTS LTD- Chengalpattu,TAMIL NADU,Cement,"DALMIA BHARAT GREEN VISION LTD - SATTUR, TAMIL NADU, India",12.71308953,80.04975113,,,,0.225,230,
THE INDIA CEMENTS LTD- DALAVOI,TAMIL NADU,Cement,"THE INDIA CEMENTS LTD- DALAVOI, TAMIL NADU, India",11.49925703,79.47247309,,,,0.3885,408,
THE RAMCO CEMENTS LTD- SALEM,TAMIL NADU,Cement,"THE RAMCO CEMENTS LTD- SALEM, TAMIL NADU, India",11.7280684,78.74763165,,,,0.735,451,
THE RAMCO CEMENTS LIMITED-ARIYALUR,TAMIL NADU,Cement,"THE RAMCO CEMENTS LIMITED-ARIYALUR, TAMIL NADU, India",11.28074855,79.23317223,,,,0.525,427,
DALMIA CEMENT (BHARAT) LTD- ARIYALUR,TAMIL NADU,Cement,"DALMIA CEMENT (BHARAT) LTD- ARIYALUR, TAMIL NADU, India",11.21070853,79.34852867,,,,0.6,430,
ULTRATECH- REDDIPALAYAM CEMENT WORKS,TAMIL NADU,Cement,"ULTRATECH- REDDIPALAYAM CEMENT WORKS, TAMIL NADU, India",11.10824991,79.1755717,,,,0.336,439,
CHETTINAD CEMENT - ARIYALUR,TAMIL NADU,Cement,"CHETTINAD CEMENT - ARIYALUR, TAMIL NADU, India",11.0646909,79.07211892,,,,0.105,462,
DALMIA CEMENT (BHARAT) LTD- DALMIAPURAM,TAMIL NADU,Cement,"DALMIA CEMENT (BHARAT) LTD- DALMIAPURAM, TAMIL NADU, India",10.96862941,78.94568758,,,,0.063,469,
DHANDAPANI CEMENTS PRIVATE LIMITES,TAMIL NADU,Cement,"DHANDAPANI CEMENTS PRIVATE LIMITES, TAMIL NADU, India",10.94876294,78.74314256,,,,0.42,480,
ULTRATECH CEMENT LIMITED (KARUR CEMENT WORKS),TAMIL NADU,Cement,"ULTRATECH CEMENT LIMITED (KARUR CEMENT WORKS), TAMIL NADU, India",10.95021696,78.69393638,,,,0.693,542,
M/S. VIJAY CEMENTS,TAMIL NADU,Cement,"M/S. VIJAY CEMENTS, TAMIL NADU, India",10.81327345,78.70190081,,,,0.21,464,
CHETTINAD CEMENT - KARIKKALI,TAMIL NADU,Cement,"CHETTINAD CEMENT - KARIKKALI, TAMIL NADU, India",10.71145577,78.09601311,,,,0.315,581,
AMBUJA CEMENTS LIMITED,TAMIL NADU,Cement,"AMBUJA CEMENTS LIMITED, TAMIL NADU, India",10.91184631,76.96338822,,,,0.324,619,
MADHUKKARAI CEMENT WORKS,TAMIL NADU,Cement,"MADHUKKARAI CEMENT WORKS, TAMIL NADU, India",10.91423297,76.94958554,,,,0.21,619,
CHETTINAD CEMENT - PULIYUR,TAMIL NADU,Cement,"CHETTINAD CEMENT - PULIYUR, TAMIL NADU, India",9.768311,78.444771,,,,0.357,539,
MY HOME INDUSTRIES PRIVATE LIMITED - MCW,TELANGANA,Cement,"MY HOME INDUSTRIES PRIVATE LIMITED - MCW, TELANGANA, India",16.81031117,79.92238282,,,,0.525,338,
THE INDIA CEMENTS LTD- RAASI CEMENT,TELANGANA,Cement,"THE INDIA CEMENTS LTD- RAASI CEMENT, TELANGANA, India",16.82440323,79.62165733,,,,0.105,322,
PENNA CEMENT INDUSTRIES LTD- GANESHPAHAD,TELANGANA,Cement,"PENNA CEMENT INDUSTRIES LTD- GANESHPAHAD, TELANGANA, India",16.86434806,79.97497544,,,,0.252,385,
ANJANI PORTLAND CEMENT LTD,TELANGANA,Cement,"ANJANI PORTLAND CEMENT LTD, TELANGANA, India",16.86827338,80.05264701,,,,1.47,351,
DECAN CEMENT LTD,TELANGANA,Cement,"DECAN CEMENT LTD, TELANGANA, India",16.87321892,79.99076828,,,,0.063,334,
KEERTHI INDUSTRIES LTD,TELANGANA,Cement,"KEERTHI INDUSTRIES LTD, TELANGANA, India",16.91788791,80.17532572,,,,0.0756,339,
KAKATIYA CEMENT &AMP;AMP;AMP; SUGAR INDUSTRIES LTD,TELANGANA,Cement,"KAKATIYA CEMENT &AMP;AMP;AMP; SUGAR INDUSTRIES LTD, TELANGANA, India",17.00373853,80.32735176,,,,0.483,408,
MPL CEMENT AND SPONGE PRIVATE LTD,TELANGANA,Cement,"MPL CEMENT AND SPONGE PRIVATE LTD, TELANGANA, India",17.05125909,80.05026457,,,,0.21,372.4,
NCL INDUSTRIES LTD,TELANGANA,Cement,"NCL INDUSTRIES LTD, TELANGANA, India",17.37740507,80.51923109,,,,0.504,339,
THE INDIA CEMENTS LTD- VISAKA CEMENT,TELANGANA,Cement,"THE INDIA CEMENTS LTD- VISAKA CEMENT, TELANGANA, India",17.2725965,78.80081717,,,,0.567,450,
RAIN CEMENTS LTD- UN -I,TELANGANA,Cement,"RAIN CEMENTS LTD- UN -I, TELANGANA, India",17.40378446,78.78238311,,,,0.273,496,
ZUARI CEMENT LTD - SITAPURAM,TELANGANA,Cement,"ZUARI CEMENT LTD - SITAPURAM, TELANGANA, India",17.37368609,78.67704904,,,,1.05,497,
BHARATHI CEMENT CORPN. PVT. LTD,TELANGANA,Cement,"BHARATHI CEMENT CORPN. PVT. LTD, TELANGANA, India",17.41384077,78.44984166,,,,0.42,494,
MY HOME INDUSTRIES PVT LTD UNIT-IV,TELANGANA,Cement,"MY HOME INDUSTRIES PVT LTD UNIT-IV, TELANGANA, India",17.63162804,78.84126292,,,,0.27,534,
Bheema Cement Plant,TELANGANA,Cement,"SAGAR CEMENTS LTD, TELANGANA, India",17.52148766,78.48141324,,,,0.672,503.17,
HINDUSTAN INDUSTRIES,TELANGANA,Cement,"HINDUSTAN INDUSTRIES, TELANGANA, India",17.6575117,78.5041386,,,,0.378,550,
PENNA CEMENT INDUSTRIES LTD- TANDUR,TELANGANA,Cement,"PENNA CEMENT INDUSTRIES LTD- TANDUR, TELANGANA, India",17.29778103,77.5078945,,,,0.273,565,
CEMENT CORPORATION OF INDIA LTD- TANDUR,TELANGANA,Cement,"CEMENT CORPORATION OF INDIA LTD- TANDUR, TELANGANA, India",17.30833066,77.47547291,,,,0.21,569,
KESORAM CEMENT- BASANT NAGAR,TELANGANA,Cement,"KESORAM CEMENT- BASANT NAGAR, TELANGANA, India",18.71217263,79.40580175,,,,0.315,618,
ORIENT CEMENT- DEVAPUR,TELANGANA,Cement,"ORIENT CEMENT- DEVAPUR, TELANGANA, India",19.0343159,79.35388561,,,,0.63,681,
COCHIN CEMENTS LTD,KERALA,Cement,"COCHIN CEMENTS LTD, KERALA, India",10.485458,77.287463,,,,0,,
EUROTECH CEMENTS AND PRODUCTS,KERALA,Cement,"EUROTECH CEMENTS AND PRODUCTS, KERALA, India",11.494771,77.39481,,,,0,,
MALABAR CEMENTS LTD- PALAKKAD,KERALA,Cement,"MALABAR CEMENTS LTD- PALAKKAD, KERALA, India",11.037022,76.68924,,,,0,,
MALABAR CEMENTS LTD- PALLIPURAM,KERALA,Cement,"MALABAR CEMENTS LTD- PALLIPURAM, KERALA, India",11.058551,78.364712,,,,0,,
"Adani Power Limited Kawai TPP,1320 MW",Rajasthan,Power,"Adani Power Limited Kawai TPP,1320 MW, Rajasthan, India",26.58333,73.83333,432.2,Dom + Imp ,,103.73,,76.35
"Anpara C TPS,1200 MW",Uttar Pradesh,Power,"Anpara C TPS,1200 MW, Uttar Pradesh, India",27.25,80.75,217.46,Domestic ,,52.19,,54.4
"Anpara TPS,2630 MW",Uttar Pradesh,Power,"Anpara TPS,2630 MW, Uttar Pradesh, India",27.25,80.75,833.64,Domestic ,,200.07,,80
"Barkhera TPS,90 MW",Uttar Pradesh,Power,"Barkhera TPS,90 MW, Uttar Pradesh, India",27.25,80.75,17.18,Domestic ,,4.12,,27.4
"Chhabra-II TPP,1320 MW",Rajasthan,Power,"Chhabra-II TPP,1320 MW, Rajasthan, India",26.58333,73.83333,441.62,Domestic ,,105.99,,88.86
"Chhabra-I Ph-1 TPP,500 MW",Rajasthan,Power,"Chhabra-I Ph-1 TPP,500 MW, Rajasthan, India",26.58333,73.83333,189.95,Domestic ,,45.59,,44
"Chhabra-I Ph-2 TPP,500 MW",Rajasthan,Power,"Chhabra-I Ph-2 TPP,500 MW, Rajasthan, India",26.58333,73.83333,193.04,Domestic ,,46.33,,110
"Dadri (NCTPP),1820 MW",Uttar Pradesh,Power,"Dadri (NCTPP),1820 MW, Uttar Pradesh, India",27.25,80.75,523.27,Domestic ,,125.59,,122.16
"Ghatampur TPP,660 MW",Uttar Pradesh,Power,"Ghatampur TPP,660 MW, Uttar Pradesh, India",27.25,80.75,169,Domestic ,,40.56,,30
"GH TPS (Leh.Moh.),920 MW",Haryana,Power,"GH TPS (Leh.Moh.),920 MW, Haryana, India",29.25,76.33333,250.37,Domestic ,,60.09,,42
"Goindwal Sahib TPP,540 MW",Punjab,Power,"Goindwal Sahib TPP,540 MW, Punjab, India",30.91667,75.41667,83.76,Domestic ,,20.1,,22.4
"Harduaganj TPS,1265 MW",Uttar Pradesh,Power,"Harduaganj TPS,1265 MW, Uttar Pradesh, India",27.25,80.75,152.04,Domestic ,,36.49,,17
"Indira Gandhi STPP,1500 MW",Haryana,Power,"Indira Gandhi STPP,1500 MW, Haryana, India",29.25,76.33333,320.13,Domestic ,,76.83,,81.429
"Jawaharpur STPP,1320 MW",Uttar Pradesh,Power,"Jawaharpur STPP,1320 MW, Uttar Pradesh, India",27.25,80.75,26.15,Domestic ,,6.28,,50.325
"Kalisindh TPS,1200 MW",Rajasthan,Power,"Kalisindh TPS,1200 MW, Rajasthan, India",26.58333,73.83333,401.89,Domestic ,,96.45,,102
"Khambarkhera TPS,90 MW",Uttar Pradesh,Power,"Khambarkhera TPS,90 MW, Uttar Pradesh, India",27.25,80.75,16.72,Domestic ,,4.01,,25
"Khurja TPP,660 MW",Uttar Pradesh,Power,"Khurja TPP,660 MW, Uttar Pradesh, India",27.25,80.75,94,Domestic ,,22.56,,46.25
"Kota TPS,1240 MW",Rajasthan,Power,"Kota TPS,1240 MW, Rajasthan, India",26.58333,73.83333,511.13,Domestic ,,122.67,,20.9
"Kundarki TPS,90 MW",Uttar Pradesh,Power,"Kundarki TPS,90 MW, Uttar Pradesh, India",27.25,80.75,21.47,Domestic ,,5.15,,113.2
"Lalitpur TPS,1980 MW",Uttar Pradesh,Power,"Lalitpur TPS,1980 MW, Uttar Pradesh, India",27.25,80.75,471.61,Domestic ,,113.19,,45
"Mahatma Gandhi TPS,1320 MW",Haryana,Power,"Mahatma Gandhi TPS,1320 MW, Haryana, India",29.25,76.33333,370.2,Domestic ,,88.85,,30
"Maqsoodpur TPS,90 MW",Uttar Pradesh,Power,"Maqsoodpur TPS,90 MW, Uttar Pradesh, India",27.25,80.75,16.2,Domestic ,,3.89,,60.15
"Meja STPP,1320 MW",Uttar Pradesh,Power,"Meja STPP,1320 MW, Uttar Pradesh, India",27.25,80.75,440.88,Domestic ,,105.81,,
"Obra TPS,1660 MW",Uttar Pradesh,Power,"Obra TPS,1660 MW, Uttar Pradesh, India",27.25,80.75,567.35,Domestic ,,136.16,,
"Panipat TPS,710 MW",Haryana,Power,"Panipat TPS,710 MW, Haryana, India",29.25,76.33333,182.12,Domestic ,,43.71,,
"Parichha TPS,920 MW",Uttar Pradesh,Power,"Parichha TPS,920 MW, Uttar Pradesh, India",27.25,80.75,330.64,Domestic ,,79.35,,
"Prayagraj TPP,1980 MW",Uttar Pradesh,Power,"Prayagraj TPP,1980 MW, Uttar Pradesh, India",27.25,80.75,638.84,Domestic ,,153.32,,
"Rajiv Gandhi TPS,1200 MW",Haryana,Power,"Rajiv Gandhi TPS,1200 MW, Haryana, India",29.25,76.33333,307.73,Domestic ,,73.85,,
"Rajpura TPP,1400 MW",Punjab,Power,"Rajpura TPP,1400 MW, Punjab, India",30.91667,75.41667,309.96,Domestic ,,74.39,,
"Rihand STPS,3000 MW",Uttar Pradesh,Power,"Rihand STPS,3000 MW, Uttar Pradesh, India",27.25,80.75,1042.02,Domestic ,,250.08,,
"Ropar TPS,840 MW",Punjab,Power,"Ropar TPS,840 MW, Punjab, India",30.91667,75.41667,241.87,Domestic ,,58.05,,
"Rosa TPP Ph-I,1200 MW",Uttar Pradesh,Power,"Rosa TPP Ph-I,1200 MW, Uttar Pradesh, India",27.25,80.75,333.08,Import,,15.99,,
"Shree Cement Ltd TPS,300 MW",Rajasthan,Power,"Shree Cement Ltd TPS,300 MW, Rajasthan, India",26.58333,73.83333,54.62,Domestic ,,13.11,,
"Singrauli STPS,2000 MW",Uttar Pradesh,Power,"Singrauli STPS,2000 MW, Uttar Pradesh, India",27.25,80.75,807.68,Domestic ,,193.84,,
"Suratgarh STPS,1320 MW",Rajasthan,Power,"Suratgarh STPS,1320 MW, Rajasthan, India",26.58333,73.83333,424.11,Domestic ,,101.79,,
"Suratgarh TPS,1500 MW",Rajasthan,Power,"Suratgarh TPS,1500 MW, Rajasthan, India",26.58333,73.83333,452.37,Domestic ,,108.57,,
"Talwandi Sabo TPP,1980 MW",Punjab,Power,"Talwandi Sabo TPP,1980 MW, Punjab, India",30.91667,75.41667,574.58,Domestic ,,137.9,,
"Tanda TPS,1760 MW",Uttar Pradesh,Power,"Tanda TPS,1760 MW, Uttar Pradesh, India",27.25,80.75,671.48,Domestic ,,161.16,,
"Unchahar TPS,1550 MW",Uttar Pradesh,Power,"Unchahar TPS,1550 MW, Uttar Pradesh, India",27.25,80.75,545.13,Domestic ,,130.83,,
"Utraula TPS,90 MW",Uttar Pradesh,Power,"Utraula TPS,90 MW, Uttar Pradesh, India",27.25,80.75,24.75,Domestic ,,5.94,,
"Yamuna Nagar TPS,600 MW",Haryana,Power,"Yamuna Nagar TPS,600 MW, Haryana, India",29.25,76.33333,235.67,Domestic ,,56.56,,
"Adani Power Limited Mundra TPP - III,1980 MW",Gujarat,Power,"Adani Power Limited Mundra TPP - III,1980 MW, Gujarat, India",23,71.75,519.17,Import,,24.92,,
"Adani Power Limited Mundra TPP - I & II,2640 MW",Gujarat,Power,"Adani Power Limited Mundra TPP - I & II,2640 MW, Gujarat, India",23,71.75,758.83,Import,,36.42,,
"Adani Power Limited Raigarh TPP,600 MW",Chhattisgarh,Power,"Adani Power Limited Raigarh TPP,600 MW, Chhattisgarh, India",21.5,82,279,Domestic ,,66.96,,
"Adani Power Limited Raipur TPP,1370 MW",Chhattisgarh,Power,"Adani Power Limited Raipur TPP,1370 MW, Chhattisgarh, India",21.5,82,601,Domestic ,,144.24,,
"Adani Power Limited Tiroda TPP,3300 MW",Maharashtra,Power,"Adani Power Limited Tiroda TPP,3300 MW, Maharashtra, India",19.5,76,1127.94,Domestic ,,270.7,,
"Akaltara TPS,1800 MW",Chhattisgarh,Power,"Akaltara TPS,1800 MW, Chhattisgarh, India",21.5,82,592.65,Domestic ,,142.24,,
"Amarkantak Ext TPS,210 MW",Chhattisgarh,Power,"Amarkantak Ext TPS,210 MW, Chhattisgarh, India",21.5,82,79.97,Domestic ,,19.19,,
"Amravati TPS,1350 MW",Maharashtra,Power,"Amravati TPS,1350 MW, Maharashtra, India",19.5,76,520.87,Domestic ,,125.01,,
"Anuppur TPP,1250 MW",Madhya Pradesh,Power,"Anuppur TPP,1250 MW, Madhya Pradesh, India",23.5,78.5,492.7,Domestic ,,118.25,,
"Balco TPS,600 MW",Chhattisgarh,Power,"Balco TPS,600 MW, Chhattisgarh, India",21.5,82,223.72,Domestic ,,53.69,,
"Bandakhar TPP,300 MW",Chhattisgarh,Power,"Bandakhar TPP,300 MW, Chhattisgarh, India",21.5,82,81.94,Domestic ,,19.67,,
"Baradarha TPS,1200 MW",Chhattisgarh,Power,"Baradarha TPS,1200 MW, Chhattisgarh, India",21.5,82,488.33,Domestic ,,117.2,,
"Bela TPS,270 MW",Madhya Pradesh,Power,"Bela TPS,270 MW, Madhya Pradesh, India",23.5,78.5,88.89,Domestic ,,21.33,,
"Bhilai TPS,500 MW",Chhattisgarh,Power,"Bhilai TPS,500 MW, Chhattisgarh, India",21.5,82,224.3,Domestic ,,53.83,,
"Bhusawal TPS,1870 MW",Maharashtra,Power,"Bhusawal TPS,1870 MW, Maharashtra, India",19.5,76,759.96,Dom + Imp ,,182.39,,
"Bina TPS,500 MW",Madhya Pradesh,Power,"Bina TPS,500 MW, Madhya Pradesh, India",23.5,78.5,109.35,Domestic ,,26.24,,
"Binjkote TPP,600 MW",Chhattisgarh,Power,"Binjkote TPP,600 MW, Chhattisgarh, India",21.5,82,265.94,Domestic ,,63.83,,
"Butibori TPP,600 MW",Maharashtra,Power,"Butibori TPP,600 MW, Maharashtra, India",19.5,76,0,Domestic ,,0,,
"Chakabura TPP,30 MW",Chhattisgarh,Power,"Chakabura TPP,30 MW, Chhattisgarh, India",21.5,82,41.04,Domestic ,,9.85,,
"Chandrapur (Maharashtra) STPS,2920 MW",Maharashtra,Power,"Chandrapur (Maharashtra) STPS,2920 MW, Maharashtra, India",19.5,76,820.99,Dom + Imp ,,197.04,,
"Dahanu TPS,500 MW",Maharashtra,Power,"Dahanu TPS,500 MW, Maharashtra, India",19.5,76,150.73,Domestic ,,36.17,,
"Dhariwal TPP,600 MW",Maharashtra,Power,"Dhariwal TPP,600 MW, Maharashtra, India",19.5,76,235.09,Domestic ,,56.42,,
"DSPM TPS,500 MW",Madhya Pradesh,Power,"DSPM TPS,500 MW, Madhya Pradesh, India",23.5,78.5,219.24,Domestic ,,52.62,,
"Gadarwara TPP,1600 MW",Madhya Pradesh,Power,"Gadarwara TPP,1600 MW, Madhya Pradesh, India",23.5,78.5,545.61,Domestic ,,130.95,,
"Gandhi Nagar TPS,630 MW",Gujarat,Power,"Gandhi Nagar TPS,630 MW, Gujarat, India",23,71.75,76.86,Domestic ,,18.45,,
"GEPL TPP Ph-I,120 MW",Gujarat,Power,"GEPL TPP Ph-I,120 MW, Gujarat, India",23,71.75,0,Domestic ,,0,,
"GMR Warora TPS,600 MW",Maharashtra,Power,"GMR Warora TPS,600 MW, Maharashtra, India",19.5,76,233.39,Domestic ,,56.01,,
"JSW Ratnagiri TPP,300 MW",Maharashtra,Power,"JSW Ratnagiri TPP,300 MW, Maharashtra, India",19.5,76,80.64,Import,,3.87,,
"Kasaipalli TPP,270 MW",Chhattisgarh,Power,"Kasaipalli TPP,270 MW, Chhattisgarh, India",21.5,82,135.91,Domestic ,,32.62,,
"Katghora TPP,35 MW",Chhattisgarh,Power,"Katghora TPP,35 MW, Chhattisgarh, India",21.5,82,0,Domestic ,,0,,
"Khaparkheda TPS,1340 MW",Maharashtra,Power,"Khaparkheda TPS,1340 MW, Maharashtra, India",19.5,76,562.92,Dom + Imp ,,135.1,,
"Khargone STPP,1320 MW",Madhya Pradesh,Power,"Khargone STPP,1320 MW, Madhya Pradesh, India",23.5,78.5,421.83,Domestic ,,101.24,,
"Koradi TPS,2190 MW",Maharashtra,Power,"Koradi TPS,2190 MW, Maharashtra, India",19.5,76,742.16,Domestic ,,178.12,,
"Korba STPS,2600 MW",Chhattisgarh,Power,"Korba STPS,2600 MW, Chhattisgarh, India",21.5,82,1116.4,Domestic ,,267.94,,
"Korba-West TPS,1340 MW",Chhattisgarh,Power,"Korba-West TPS,1340 MW, Chhattisgarh, India",21.5,82,551.17,Domestic ,,132.28,,
"Lara TPP,1600 MW",Chhattisgarh,Power,"Lara TPP,1600 MW, Chhattisgarh, India",21.908715,83.448843,706.28,Domestic ,,169.51,,
"Mahan TPP,1200 MW",Madhya Pradesh,Power,"Mahan TPP,1200 MW, Madhya Pradesh, India",23.5,78.5,461.44,Domestic ,,110.75,,
"Marwa TPS,1000 MW",Chhattisgarh,Power,"Marwa TPS,1000 MW, Chhattisgarh, India",21.5,82,367.66,Domestic ,,88.24,,
"Mauda TPS,2320 MW",Maharashtra,Power,"Mauda TPS,2320 MW, Maharashtra, India",19.5,76,898.55,Domestic ,,215.65,,
"Mihan TPS,246 MW",Maharashtra,Power,"Mihan TPS,246 MW, Maharashtra, India",19.5,76,0,Domestic ,,0,,
"Mundra UMTPP,4000 MW",Gujarat,Power,"Mundra UMTPP,4000 MW, Gujarat, India",23,71.75,846.21,Import,,40.62,,
"Nasik (P) TPS,1350 MW",Maharashtra,Power,"Nasik (P) TPS,1350 MW, Maharashtra, India",19.5,76,0,Domestic ,,0,,
"Nasik TPS,630 MW",Maharashtra,Power,"Nasik TPS,630 MW, Maharashtra, India",19.5,76,219.36,Domestic ,,52.65,,
"Nawapara TPP,600 MW",Chhattisgarh,Power,"Nawapara TPP,600 MW, Chhattisgarh, India",21.5,82,235.27,Domestic ,,56.47,,
"Nigri TPP,1320 MW",Madhya Pradesh,Power,"Nigri TPP,1320 MW, Madhya Pradesh, India",23.5,78.5,461.71,Domestic ,,110.81,,
"Niwari TPP,90 MW",Madhya Pradesh,Power,"Niwari TPP,90 MW, Madhya Pradesh, India",23.5,78.5,47.62,Domestic ,,11.43,,
"OP Jindal TPS,1000 MW",Chhattisgarh,Power,"OP Jindal TPS,1000 MW, Chhattisgarh, India",21.5,82,389.12,Domestic ,,93.39,,
"Paras TPS,500 MW",Maharashtra,Power,"Paras TPS,500 MW, Maharashtra, India",19.5,76,206.22,Domestic ,,49.49,,
"Parli TPS,750 MW",Maharashtra,Power,"Parli TPS,750 MW, Maharashtra, India",19.5,76,269.15,Domestic ,,64.6,,
"Pathadi TPP,600 MW",Chhattisgarh,Power,"Pathadi TPP,600 MW, Chhattisgarh, India",21.5,82,254.04,Domestic ,,60.97,,
"Ratija TPS,100 MW",Madhya Pradesh,Power,"Ratija TPS,100 MW, Madhya Pradesh, India",23.5,78.5,50.93,Domestic ,,12.22,,
"Sabarmati (D-F Stations),362 MW",Gujarat,Power,"Sabarmati (D-F Stations),362 MW, Gujarat, India",23,71.75,90.26,Domestic ,,21.66,,
"Salaya TPP,1200 MW",Gujarat,Power,"Salaya TPP,1200 MW, Gujarat, India",23,71.75,167.09,Import,,8.02,,
"Salora TPP,135 MW",Gujarat,Power,"Salora TPP,135 MW, Gujarat, India",23,71.75,0,Domestic ,,0,,
"Sanjay Gandhi TPS,1340 MW",Madhya Pradesh,Power,"Sanjay Gandhi TPS,1340 MW, Madhya Pradesh, India",23.5,78.5,446.07,Domestic ,,107.06,,
"Sasan UMTPP,3960 MW",Madhya Pradesh,Power,"Sasan UMTPP,3960 MW, Madhya Pradesh, India",23.5,78.5,1319.13,Domestic ,,316.59,,
"Satpura TPS,1330 MW",Madhya Pradesh,Power,"Satpura TPS,1330 MW, Madhya Pradesh, India",23.5,78.5,215.83,Domestic ,,51.8,,
